puzzle_id,puzzle,solution,difficulty
133,790100084230000000804600590000002000302570609050009200000001420060200000100700850,796125384235984167814637592981362745342578619657419238573891426468253971129746853,0.915
141,028040000910005740030080000000502006000070580470100030200453817350000024000009650,728641395916235748534987162183592476692374581475168239269453817357816924841729653,0.856
142,000601328501002000000000400070000800006008000800134069005000046107000903600000570,794651328531482697268397451379265814416978235852134769985723146127546983643819572,0.854
162,000900052008005040070000890720039085806050030900406201040020500005090000200013009,431968752698275143572341896724139685816752934953486271349627518165894327287513469,0.815
163,007030000000000013000846059600900080003000002025380064070500906056003801000008200,547139628869275413132846759614952387783614592925387164478521936256793841391468275,0.796
174,062080007001007000087204900000070403804035260009400000600740008020003006705090020,962381547341957682587264931256879413874135269139426875693742158428513796715698324,0.875
177,900045830530000640700008005090204300270900150840371962120000400000003000007402010,962745831538129647714638295691254378273986154845371962126597483459813726387462519,0.947
178,040000000100000005020100403400000980801003042502008310030000051004820630608095074,347256198186439725925187463473512986891673542562948317239764851754821639618395274,0.978
181,016700002002008300540020710800007006460005907200000000020070008000402600084060005,316749582972158364548326719853297146461835927297614853629571438735482691184963275,0.851
183,049306050607829403201504080370000000410000370006005048702043500090000860564100230,849316752657829413231574689375481926418962375926735148782643591193257864564198237,0.846
184,603000902900400060008600400000004097297300600000097003739000820020000009000902370,643571982912483765578629431351864297297315648864297153739156824426738519185942376,0.932
188,095287000301900700000051090000000000000005000000604830009000200700420103002060000,695287314321946785874351692413892576986735421257614839149573268768429153532168947,0.772
195,009058407045000900000090020402700080000000700673005100001609008006000000000800000,269358417845127963137496825492731586518264739673985142351649278786512394924873651,0.896
199,600010050934705002001200670010600030500000008000052760065300900782500043003400506,627819354934765812851243679219687435576134298348952761465321987782596143193478526,0.84
204,006084025000020300000000000650700142004010600270640030510000260000071583008000000,136984725845127396792563418653798142984312657271645839517839264469271583328456971,0.832
205,800014000009008500000005000050083600000006002960000050000000410104009800003140200,835914726249768531617325984451283697378596142962471358796852413124639875583147269,0.94
206,000000607003207000087000000006001000200400801000020370004590003305100000012730040,521384697943267158687915432436871925279453861158629374764598213395142786812736549,0.788
208,046780000000040000900000458002004005634108920700000080000000043070090612000006870,346785291581249736927631458892374165634158927715962384169827543478593612253416879,0.827
209,070000006010005047030070200500092800001000070097004005000960530000028004623500000,472189356816235947935476281564792813281653479397814625748961532159328764623547198,0.788
210,002000859070083000860200130697002503001004000080300000746001298008040000013620070,132467859579183624864295137697812543321954786485376912746531298258749361913628475,0.758
213,006930102000000004700040000230609000008200009910054036870392605300400000040080307,456938172183726594792541863234619758568273419917854236871392645325467981649185327,0.842
216,000854300040703910000921000580106200901080476020439001000300027302007098000000503,197854362248763915653921784584176239931285476726439851415398627362547198879612543,0.941
217,000905308005000179009120654000010005120804093040790010690001030000200087002070001,714965328265348179389127654973612845126854793548793216697481532451236987832579461,0.815
221,002040931004500000600080500068034705421975300305268009000003194000000600103450800,582647931734591286619382547968134725421975368375268419856723194247819653193456872,0.853
223,053410070147020005000050301000000408714200650000046710000005164496002003080364000,853419276147623895269857341625791438714238659938546712372985164496172583581364927,0.831
225,800002300201053080000867001000004003300000000570006010153040020080021050002000108,867192345291453786435867291629514873314789562578236914153948627786321459942675138,0.976
226,001050090000600800508000000780146000040070001000090400800009100000500068100487000,461758293397621845528934716783146529249875631615293487852369174974512368136487952,0.94
229,950610270320000146060702053006391000200400700039000000475930020010070000000050367,954613278327589146168742953746391582281465739539827614475936821613278495892154367,0.803
234,351829460000306005000700003000000000732185600100402058604030000000090040009000530,351829467247316985968754213485963721732185694196472358624531879573698142819247536,0.799
237,000941863049306005000850209000090002000205306000000000600100000208400900090002630,527941863849326715163857249356794182984215376712638594635179428278463951491582637,0.923
240,002000501840050792015002603200103456670000309030090070020007004007300005456920007,762839541843651792915742683289173456674285319531496278328517964197364825456928137,0.97
242,030900050098015000754003006302700060870406001001200078905100604400368019010090207,136947852298615743754823196342781965879456321561239478985172634427368519613594287,0.788
247,060000721000002096200610008520001673090003840630054000970006300806020007010005904,463598721187432596259617438524981673791263845638754219975146382846329157312875964,0.976
250,007000010008300050000041000000100040000407005080060173701030009009010060060704081,437859216128376954596241738975183642613427895284965173751638429849512367362794581,0.872
256,000080000310609050050013000931027065025060941648190307092000000500002006000901000,279584613314679258856213479931427865725368941648195327192856734583742196467931582,0.819
259,080420075200030084090000102004060050003094806060000013009208061040300007002050048,381429675256731984497685132824163759173594826965872413739248561548316297612957348,0.903
263,000190500020500130105030000308206000050809300940310008090080607006900200004000980,483192576729568134165734829318276495657849312942315768291483657836957241574621983,0.901
264,100080020700060300000970851000007100007503000500000097003200064600840000090000010,159384726728165349364972851286497135947513682531628497873251964615849273492736518,0.999
265,000003000100700650000000740020904070000000021070006405038065100600290000010000000,785643219194782653362519748821954376546378921973126485238465197657291834419837562,0.863
267,246591007805300090010407050000000001600004530703000600067000020500000010930000000,246591387875326194319487256492635871681974532753218649167843925528769413934152768,0.939
268,680000000201050073950000610016235000500001368400800000100020000308000000720000039,687312945241659873953784612816235497572941368439876251194523786368197524725468139,0.827
272,080049000590037002000150090009004236406023070000708549008005164000381007002400380,281649753594837612367152498879514236456923871123768549738295164645381927912476385,0.966
276,607500300023600490010000706056300907090800000081000040000038009130020670905000030,647592318823671495519483726256314987394857261781269543462738159138925674975146832,0.783
280,200050300500093047030410529600005092908602030000001080000004051005000060120560070,294758316516293847837416529641835792978642135352971684769384251485127963123569478,0.876
286,000050041403000590070009300604070920090000000085060000000040030000036004000090007,869253741413687592572419368634871925791325486285964173127548639958736214346192857,0.989
290,000000001100806000029051800010700080007002519006500700982073050703495008050000070,538947261174826395629351847215739486347682519896514732982173654763495128451268973,0.848
298,000037064000000750407250910100682597006500040985470021008090205050024006071000080,592137864813946752467258913134682597726519348985473621648791235359824176271365489,0.928
302,004600800830004096026080347610709000390000051000010720048193000050000134000502970,974635812831274596526981347612759483397428651485316729748193265259867134163542978,0.877
305,079265000004090520062000370103070000040008000250900038608000041035149800000026703,379265184814793526562481379183672495946358217257914638628537941735149862491826753,0.788
307,710000200045070630300002710000007906007006301500430870630000007004600503952713460,719364285245871639386592714823157946497286351561439872638945127174628593952713468,0.777
318,508370009300209005901800000003000040290000700076084000000008264080407000409020870,548371629367249185921856437853712946294563718176984352735198264682437591419625873,0.953
321,007106820000000361002000900710025000846079215000841000301287046600900782208060030,937156824485792361162438957713625498846379215529841673391287546654913782278564139,0.777
325,007836100246005000010207509000000070070001080090300010080000050000000000000002301,957836124246915837318247569821659473673421985594378612482193756135764298769582341,0.828
326,830605012000017603060002004973060025000003076025179400710026309500030000306700201,834695712259417683167382594973864125481253976625179438718526349542931867396748251,0.848
327,002009300459037600100520000506000080300000000000000100037002546091470830005006000,782649351459137628163528974516293487374861295928754163837912546691475832245386719,0.902
328,709000080425060003608003504800092140100300870504008239080400002050030400040180000,739524681425861793618973524873692145192345876564718239387456912951237468246189357,0.88
331,050003910046251870000900000800400005060020709502076030080704090030590000620308507,257683914946251873318947256871439625463125789592876431185764392734592168629318547,0.986
332,083029456040003720972000180820050000061000070009108205008002090200070000390400500,183729456645813729972645183824357961561294378739168245418532697256971834397486512,0.881
338,703029100001005002020003900100056000009314000406098000310900200098430000070001400,743629158961845732825173964137256849289314576456798321314967285598432617672581493,0.751
339,004000700070240300532019000200007000080032000090008040000090007917000030325870190,164583729879246315532719864251467983486932571793158642648391257917625438325874196,0.938
342,806500021000700089050080400023000008000800000078000050701058090200090003380600070,896543721432761589157289436523476918914835267678912354741358692265197843389624175,0.904
354,040103020800620007527400306052010400781004069439860050008000500205000600094050008,946173825813625947527498316652719483781534269439862751168947532275381694394256178,0.961
356,008007020205000071170528390000403002000705000013600500561809003702350010340261058,698137425235946871174528396957483162826715934413692587561879243782354619349261758,0.923
358,270000400005000720004900100407003059059020001080090002501000064608205000702001003,273158496915364728864972135427813659359426871186597342531789264648235917792641583,0.851
359,209000604780000900001000007000760300000390400090000506007030060005287149428916035,259873614784621953361459827542768391176395482893142576917534268635287149428916735,0.874
360,000000001000830476000060000038607002290008603000005000120086004000200010380100000,862574391915832476473961825538697142297418653641325789129786534756243918384159267,0.823
364,719000000020009805040600170200008401080263050900100200070820090892570006004006080,719485623623719845548632179267958431481263957935147268376821594892574316154396782,0.917
368,902730000000625090003000250070208040000500072400007080047106000800000700030002406,952731864784625391613489257176298543398514672425367189247156938861943725539872416,0.757
376,136009048502000000008300000210000400050003000000902070005196000600830020300040000,136579248572684193498321567213768459957413682864952371725196834641837925389245716,0.834
