puzzle_id,puzzle,solution,difficulty
269,009705820628030900500000603050000730100003090080050461030000140091040000740300059,319765824628134975574829613452691738167483592983257461835972146291546387746318259,0.325
270,000005103360010200100390700800000405650200897403080612040003500500800901000409078,729645183364718259185392764872961435651234897493587612948173526537826941216459378,0.474
282,000070100570600080090400000046751028730200910200900600350007000120560890680390050,462875139573619482891423576946751328738246915215938647359187264127564893684392751,0.427
288,027004001900126700010730829001078600069001500780069413000900236070610004000053000,527894361938126745416735829341578692269341578785269413154987236873612954692453187,0.256
289,300600801900028070020005064087300009030700000209504730403001500600803100801956000,345697821916428375728135964187362459534789612269514738493271586652843197871956243,0.462
294,027000608301080000680000001870351000004902083005000070703045800098007005500839010,427193658351786429689524731872351964164972583935468172713245896298617345546839217,0.361
300,530008162009000804080265003308026415000001009000574080002603500006089030793050048,537498162269317854184265973378926415645831729921574386812643597456789231793152648,0.466
304,900000000700930510002085000259070000007000900140009000090410000020000100571003604,965741238784932516312685749259378461837164925146259873698417352423596187571823694,0.292
308,901007600537826000480009020169058400240070106803000090700040800008300000304000561,921437658537826914486519327169258473245973186873164295752641839618395742394782561,0.312
311,060020007008010043790000162070108520005064098040572300007000000030901205100050039,361429857528617943794835162673198524215364798849572316957243681436981275182756439,0.349
312,063090005500060070000003906900034010134906500806200400310008000000105803028070050,763491285549862371281753946972534618134986527856217439315648792497125863628379154,0.292
313,020096407900000086087000192016032050002150360030068001000603809308970005204080600,125896437943217586687345192816732954472159368539468721751623849368974215294581673,0.28
316,000900000000480000000700154072300045000050020000294867000040008907000013000003000,436915782715482639289736154872361945694857321153294867321649578967528413548173296,0.34
322,090370000000000006708092001304008509800900030000030180006000005002050000407006200,695371842213584976748692351374168529821945637569237184986723415132459768457816293,0.322
329,020400700009006408700009531000030000310092070000000600070060000901080040600200910,528413769139756428746829531867534192315692874492178653274961385951387246683245917,0.274
330,000305400230060000006902100690407005058100040410500000900003000063200000784050090,879315426231864579546972138692437815358126947417598263925743681163289754784651392,0.3
334,000090000000702010000064007804900500609503080020006090095000002000600000006279300,267195834458732619913864257834917526679523481521486793795348162342651978186279345,0.387
335,410305907009010063673804000006000814005080070000900506000030000800609700060048000,412365987589712463673894251796523814125486379348971526254137698831659742967248135,0.483
344,056000920020500070007100000034000100700015000510048062060400000000201006000000090,356784921821569473947132685634927158782615349519348762268493517495271836173856294,0.451
350,004510000096040030005000240007050090000000700010000600300020409000106070060000058,234517986196842537875369241647251893528693714913478625381725469459186372762934158,0.31
361,004080703009000010310900000021005000003000060005600032030709000100000000500164070,264581793759432816318976425621345987973218564485697132836759241147823659592164378,0.42
365,000090052000042608000000003060000500008265000050008000000700305005010470719054806,841693752537142698692587143264931587178265934953478261486729315325816479719354826,0.447
370,000010050408067213000080600000958070176400895000070432017840020023091784800020300,762314958498567213351289647234958176176432895985176432617843529523691784849725361,0.438
372,071408002000579000900003000400000017020940300030100080800650700246000000700800460,371468592682579143954213678469385217128947356537126984893654721246791835715832469,0.355
373,045000000008600700700589002002060400070900018850002369007458603560103004000000070,245317986918624735736589142392861457674935218851742369127458693569173824483296571,0.449
377,000000314210000000000100600000000453030709280000005001900000102000006540300002060,576928314213564978849173625697281453135749286482635791964857132728316549351492867,0.498
380,500000000230086000080002094450010900000269000900050020000700200000300408300028009,579134682234986517186572394452817963713269845968453721891745236627391458345628179,0.451
381,800100300019000004300089021000000840064810203500430600080000000007300005020000408,852174396719263584346589721231956847964817253578432619685741932497328165123695478,0.307
382,000806420006002070400913080000600207800107060762090018031000506600000800008000000,519876423386452179427913685194638257853127964762594318231789546675341892948265731,0.44
383,035020640004006027210000090069003078047000000180700006050000189400968352008000704,735829641894316527216457893569143278347682915182795436653274189471968352928531764,0.261
385,000068009009207000040109000200000907300006205000000080065000002702095810900472006,123568479859247631647139528284351967371986245596724183465813792732695814918472356,0.292
387,070090532063002000580370000856401007000526084300900006130069000645010820290040600,471698532963152748582374961856431297719526384324987156138269475645713829297845613,0.293
388,000000460026034809940000037000059001000010000610800300203705106807190205051068793,135987462726534819948621537382459671574316928619872354293745186867193245451268793,0.294
390,000000100104060000302000000019604000400000060600009004860900017031007608007810000,786392145154768329392451876519634782473285961628179534865923417231547698947816253,0.353
396,068000049700000000924003710070000000200005100800010007400060090690000004500000670,368127549715649382924853716176482935243975168859316427437568291692731854581294673,0.351
397,005008000800020600006003029400500000008302070000104536050470190084210700701030000,925648317837921645146753829463597281518362974279184536352476198684219753791835462,0.258
398,102000706008700140473060529200000007007630002301200405604005070730080201815000630,192543786568792143473861529246158397957634812381279465624315978739486251815927634,0.459
399,075009601830000040600781053000900008000020500008070002000090000000504006004000005,275349681831652749649781253127935468963428517458176392586293174792514836314867925,0.474
400,300004290068000007000008000502400700037000580106790000000860000609530010010940370,351674298268359147974218635592483761437126589186795423723861954649537812815942376,0.268
