puzzle_id,puzzle,solution,difficulty
140,000000874000508060681497032726009008009080210015320000000900600308014720160802403,953261874274538169681497532726149358439785216815326947542973681398614725167852493,0.619
143,070005006900008742000000030007039000200080070009070000000000400008190250090840000,374925816956318742821764539687439125213586974549271683132657498468193257795842361,0.54
144,010060032000032045000000601603004009900000410040925000000000004234001980081407060,417569832869132745352748691673814529925376418148925376796283154234651987581497263,0.507
147,800500009007009218009002705006000800000091540500400900003600187005000090000000050,821576439657349218439812765946735821378291546512468973293654187785123694164987352,0.711
151,009004370000590000100200004030107000001642053006900000000000002410000600002050000,529814376374596821168273594235187469981642753746935218857361942413729685692458137,0.746
153,018493607000006082635002400059010070064000538370068900403080005506000040721000000,218493657947156382635872491859314276164729538372568914493681725586237149721945863,0.604
155,030210970070609030100387000307105002018920460200070010001400000083060001400701380,635214978872659134194387256367145892518923467249876513751438629983562741426791385,0.732
159,090100803080070000510648007958000010070010008630009200360250089000000000005000062,796125843482973651513648927958732416274516398631489275367254189129867534845391762,0.684
160,109020000580100002260005000000908000830002017000537008000000006010050000950000071,179824635583196742264375189726918453835462917491537268347281596618759324952643871,0.708
164,700089106100546307080000509017408000020000800000000070009037412200800903300912000,735289146192546387486173529617498235523761894948325671859637412271854963364912758,0.526
167,008040007305008640400300019602800400000007500703401096837024060064030008210080000,198642357375918642426375819652893471941267583783451296837124965564739128219586734,0.599
171,201096000604013098003040100020670900019000000006000010002760300060900001035100000,251896734674513298983247156528671943319428567746359812192764385867935421435182679,0.654
172,750901630048620070930000412010400007009305000070000000001792000597030086003000001,752941638148623579936587412315468927289375164674219853861792345597134286423856791,0.504
173,009305070700000500000000600000089024142000980308002007007200000600000705010007000,269345871731698542854721639576189324142573986398462157987256413623814795415937268,0.732
175,800040600467009001309061400038004017921000500745000890000000040000100060103006028,812345679467829351359761482638594217921687534745213896586972143274138965193456728,0.655
176,000700020700019003169800007930640075200001300650000019598004030000590000016080090,843765921725419683169832457931648275287951364654273819598124736372596148416387592,0.68
180,003080100000509000294630850000008006008013070002000008050390000431072009800160700,563487192187529643294631857915748326648213975372956418756394281431872569829165734,0.633
182,008629740702000900906400253000000000000000039020065004000340000003080402004090310,538629741742153968916478253185934627467812539329765184291346875673581492854297316,0.533
187,053000718010008605000516090400000073070905004061734050000009000000000001048163000,653492718219378645784516392495621873372985164861734259127849536936257481548163927,0.677
194,000037000907052800058090730016070020793200610004000000070000300009000500340000190,461837259937152846258496731516379428793284615824615973675921384189743562342568197,0.698
201,010000465000000100600004000001509806500400002037061504008090001020018007190740003,912873465473956128685124739241539876569487312837261594758392641324618957196745283,0.694
212,003472000040000037000093200036740512100320706402010080300961870008237001060004320,513472698249856137687193254836749512195328746472615983324961875958237461761584329,0.621
219,040000601100050080000000400200587300300491276794362508052010937900000000078200000,847923651129654783536178429261587394385491276794362518452816937913745862678239145,0.557
222,210700000006108000809250000090380000058000091300900500901000008000000040500870020,215734869476198235839256417192385674758642391364917582921463758687529143543871926,0.557
232,001300802080000040506001070300504267040790038807000095008070500000005900000600010,491367852783952641526841379319584267245796138867123495138479526674215983952638714,0.622
235,005200308604000700000007004000070000106054807070120096000000470000730009060000000,795241368634598721812367954953876142126954837478123596389612475241735689567489213,0.507
246,006384295900162740302007100090021007000030910100079820500040680060010570000006032,716384295958162743342957168694821357287435916135679824529743681463218579871596432,0.712
253,067100908002700010800000020000021504053000060714090000005007890006080401408600257,367152948592748613841963725689321574253874169714596382125437896976285431438619257,0.748
257,003680040000010350000027000260000074700094000000576000190000402000900005570000060,913685247627419358854327196269138574785294631341576829196753482438962715572841963,0.653
258,070009050040016008063000200008600509000000400900000000080900005600420003094050800,872349156549216378163785294428671539736592481915834627281963745657428913394157862,0.56
261,138702500000000172000005000460007001000090027970020850000000003306000000810000000,138762549645839172729415638462587391583691427971324856254176983396248715817953264,0.503
266,720000839000200057600000200096108075100045003000002160862013000010900006004000002,725461839431289657689357241296138475178645923543792168862513794317924586954876312,0.621
271,823000071001307006047091253100080020200500710900010600008000142310050800060108090,823645971591327486647891253136789524284563719975412638758936142319254867462178395,0.644
273,030001090000803200000009000000180729907320000602047000105008000020004003300510000,834271695591863274276459138453186729917325486682947351165738942728694513349512867,0.626
274,080070635300040100706000048451007020830000500902005400509304001000000000203050090,184279635395846172726513948451987326837462519962135487579324861648791253213658794,0.639
275,400763015200000679176005003700986530381500060569030004000300058005004000000600407,498763215253418679176295843724986531381547962569132784647329158915874326832651497,0.731
277,060000051070010036410000800000000000520900168080000300600050004000407600794008500,369872451872514936415639827943186275527943168186725349638251794251497683794368512,0.603
278,000700430000010070007430200000060350060000047000000000300197005015000090200305000,921758436483216579657439281794861352568923147132574968346197825815642793279385614,0.584
281,005409016000000350000700800812000040050806270000512900000091000000204060000000000,285439716697128354431765892812973645359846271764512983528691437973254168146387529,0.692
283,000041000600000401010609000301062050209008006000003000000034017003105604150000003,928341765635827491417659238371462859249518376586793142862934517793185624154276983,0.719
284,900500003000904050010070204800009100690850000051000006025090600000026500006005000,948512763762934851513678294837269145694851372251743986325497618489126537176385429,0.523
285,802590000000800000600100002700000600003005020000920007207659000000080400090301006,832596741174832965659174382725413698983765124461928537247659813316287459598341276,0.57
287,007000000000080300020507040000000600054269000031075429000000504000950078700020003,567143892149682357328597146972314685854269731631875429296738514413956278785421963,0.696
293,724600050530200000108039204401090862602000501080060947000000015003004620200016403,724681359539247186168539274471395862692478531385162947846923715913754628257816493,0.505
295,176028045259000807430000100000000003000013400080006012040007008820340601000080700,176928345259134867438675129614852973592713486783496512341567298827349651965281734,0.576
296,039000540400009008050040600000504701700030004004010309000205076000078030040063005,139826547476359218852741693923584761761932854584617329318295476695478132247163985,0.676
299,100420000000350000290000004080006701006000058300000460010030006020600000009084000,173429685468351972295867314982546731746913258351278469514732896827695143639184527,0.547
301,050970134200800060000000982610095800005008070028734651039000020060451000004000010,856972134291843567473516982617295843345168279928734651139687425762451398584329716,0.572
306,800021000070003001000005860700006000069054000000810096000000032000002009104060500,845621973976483251213795864781936425369254718452817396597148632638572149124369587,0.685
310,002003000030009070008571400060092007800017096000600301710900634006700000000030050,572483169431269875698571423163892547854317296927654381715928634386745912249136758,0.62
314,005006009310004200007392010836500721000000000070201500460030008153420097790000300,285716439319854276647392815836549721521673984974281563462937158153428697798165342,0.558
317,000300000300196078020000090073600010062000040580030060608002701200007000014000009,197328654345196278826475193473659812962781345581234967658942731239517486714863529,0.677
319,841000007005004092007000086030400000602008903104009075210900008000000000056871230,841692357365784192927513486539467821672158943184239675213945768798326514456871239,0.596
320,100380000300000050000000364004900270600800400007100603460000109000690000000210000,145386927376429851298751364514963278639872415827145693462537189781694532953218746,0.746
324,798023000510070040020501000080749162409018703071065980906000000000690501100007490,798423615513976248624581379385749162469218753271365984936154827847692531152837496,0.647
336,100076308832591070070000000300000050008605900050000000001069240047000005000104009,195476328832591476674238591326987154718645932459312867581769243947823615263154789,0.659
340,903060085050837009080000301400080230070010000520073004015306078030108452090020100,943261785152837649687954321461589237378412596529673814215346978736198452894725163,0.538
341,000780240420600000050904000700200658002006003060000420004500300030008500570000861,391785246427631985658924137743219658982456713165873429814567392236198574579342861,0.632
343,000264070000030026100057000080540030000003000030020100800002300000000008710306240,358264971947831526162957483281549637479613852536728194894172365623495718715386249,0.502
346,780000200003761040019000763020008037007206000005000002501004829340900000600005370,786493251253761948419582763924158637837246195165379482571634829348927516692815374,0.608
347,035007068186300470700260300350026100960800050400005600000040800690080734010003506,235417968186359472749268315358926147961874253427135689573642891692581734814793526,0.649
349,400060070070000010029570086000714309000000100147000860500680701700005600030007008,415268973876349215329571486268714359953826147147953862594682731782135694631497528,0.549
369,000079048080050920400280001004000065100000790000410380040927800000800409960000200,213679548687154923459283671834792165125368794796415382341927856572836419968541237,0.52
371,687204003504003002030160450800000001470800090250790084198020706005607020006300008,687254913514973862932168457869542371471836295253791684198425736345687129726319548,0.556
